Source Name	Comment[ENA_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[age]	Unit[time unit]	Characteristics[sex]	Characteristics[cell type]	Characteristics[infect]	Characteristics[time]	Unit[time unit]	Material Type	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[infect]	Factor Value[time]	Unit[time unit]	Factor Value[single cell ID]
day14_mouse1_12392_cell17	ERS985606	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell17	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_17_	sequencing assay	ERX1225233	12392_17_1.fastq.gz	12392_17_1.fastq.gz	ERR1146431	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1146431/ERR1146431_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 16
day14_mouse1_12392_cell17	ERS985606	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell17	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_17_	sequencing assay	ERX1225233	12392_17_2.fastq.gz	12392_17_2.fastq.gz	ERR1146431	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1146431/ERR1146431_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 16
day14_mouse1_12392_cell18	ERS985607	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell18	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_18_	sequencing assay	ERX1225234	12392_18_1.fastq.gz	12392_18_1.fastq.gz	ERR1146432	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1146432/ERR1146432_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 17
day14_mouse1_12392_cell18	ERS985607	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell18	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_18_	sequencing assay	ERX1225234	12392_18_2.fastq.gz	12392_18_2.fastq.gz	ERR1146432	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1146432/ERR1146432_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 17
day14_mouse1_12392_cell19	ERS985608	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell19	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_19_	sequencing assay	ERX1225235	12392_19_1.fastq.gz	12392_19_1.fastq.gz	ERR1146433	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1146433/ERR1146433_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 18
day14_mouse1_12392_cell19	ERS985608	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell19	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_19_	sequencing assay	ERX1225235	12392_19_2.fastq.gz	12392_19_2.fastq.gz	ERR1146433	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1146433/ERR1146433_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 18
day14_mouse1_12392_cell21	ERS985609	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell21	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_21_	sequencing assay	ERX1225236	12392_21_1.fastq.gz	12392_21_1.fastq.gz	ERR1146434	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1146434/ERR1146434_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 19
day14_mouse1_12392_cell21	ERS985609	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell21	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_21_	sequencing assay	ERX1225236	12392_21_2.fastq.gz	12392_21_2.fastq.gz	ERR1146434	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1146434/ERR1146434_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 19
day14_mouse1_12392_cell22	ERS985610	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell22	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_22_	sequencing assay	ERX1225237	12392_22_1.fastq.gz	12392_22_1.fastq.gz	ERR1146435	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1146435/ERR1146435_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 20
day14_mouse1_12392_cell22	ERS985610	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell22	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_22_	sequencing assay	ERX1225237	12392_22_2.fastq.gz	12392_22_2.fastq.gz	ERR1146435	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1146435/ERR1146435_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 20
day14_mouse1_12392_cell24	ERS985611	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell24	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_24_	sequencing assay	ERX1225238	12392_24_1.fastq.gz	12392_24_1.fastq.gz	ERR1146436	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1146436/ERR1146436_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 21
day14_mouse1_12392_cell24	ERS985611	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell24	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_24_	sequencing assay	ERX1225238	12392_24_2.fastq.gz	12392_24_2.fastq.gz	ERR1146436	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1146436/ERR1146436_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 21
day14_mouse1_12392_cell25	ERS985612	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell25	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_25_	sequencing assay	ERX1225239	12392_25_1.fastq.gz	12392_25_1.fastq.gz	ERR1146437	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR1146437/ERR1146437_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 22
day14_mouse1_12392_cell25	ERS985612	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell25	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_25_	sequencing assay	ERX1225239	12392_25_2.fastq.gz	12392_25_2.fastq.gz	ERR1146437	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR1146437/ERR1146437_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 22
day14_mouse1_12392_cell26	ERS985613	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell26	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_26_	sequencing assay	ERX1225240	12392_26_1.fastq.gz	12392_26_1.fastq.gz	ERR1146438	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1146438/ERR1146438_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 23
day14_mouse1_12392_cell26	ERS985613	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell26	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_26_	sequencing assay	ERX1225240	12392_26_2.fastq.gz	12392_26_2.fastq.gz	ERR1146438	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1146438/ERR1146438_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 23
day14_mouse1_12392_cell27	ERS985614	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell27	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_27_	sequencing assay	ERX1225241	12392_27_1.fastq.gz	12392_27_1.fastq.gz	ERR1146439	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR1146439/ERR1146439_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 24
day14_mouse1_12392_cell27	ERS985614	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell27	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_27_	sequencing assay	ERX1225241	12392_27_2.fastq.gz	12392_27_2.fastq.gz	ERR1146439	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR1146439/ERR1146439_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 24
day14_mouse1_12392_cell29	ERS985615	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell29	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_29_	sequencing assay	ERX1225242	12392_29_1.fastq.gz	12392_29_1.fastq.gz	ERR1146440	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1146440/ERR1146440_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 25
day14_mouse1_12392_cell29	ERS985615	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell29	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_29_	sequencing assay	ERX1225242	12392_29_2.fastq.gz	12392_29_2.fastq.gz	ERR1146440	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1146440/ERR1146440_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 25
day14_mouse1_12392_cell33	ERS985616	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell33	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_33_	sequencing assay	ERX1225243	12392_33_1.fastq.gz	12392_33_1.fastq.gz	ERR1146441	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1146441/ERR1146441_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 26
day14_mouse1_12392_cell33	ERS985616	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell33	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_33_	sequencing assay	ERX1225243	12392_33_2.fastq.gz	12392_33_2.fastq.gz	ERR1146441	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1146441/ERR1146441_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 26
day14_mouse1_12392_cell34	ERS985617	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell34	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_34_	sequencing assay	ERX1225244	12392_34_1.fastq.gz	12392_34_1.fastq.gz	ERR1146442	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1146442/ERR1146442_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 27
day14_mouse1_12392_cell34	ERS985617	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell34	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_34_	sequencing assay	ERX1225244	12392_34_2.fastq.gz	12392_34_2.fastq.gz	ERR1146442	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1146442/ERR1146442_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 27
day14_mouse1_12392_cell35	ERS985618	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell35	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_35_	sequencing assay	ERX1225245	12392_35_1.fastq.gz	12392_35_1.fastq.gz	ERR1146443	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1146443/ERR1146443_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 28
day14_mouse1_12392_cell35	ERS985618	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell35	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_35_	sequencing assay	ERX1225245	12392_35_2.fastq.gz	12392_35_2.fastq.gz	ERR1146443	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1146443/ERR1146443_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 28
day14_mouse1_12392_cell36	ERS985619	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell36	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_36_	sequencing assay	ERX1225246	12392_36_1.fastq.gz	12392_36_1.fastq.gz	ERR1146444	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1146444/ERR1146444_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 29
day14_mouse1_12392_cell36	ERS985619	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell36	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_36_	sequencing assay	ERX1225246	12392_36_2.fastq.gz	12392_36_2.fastq.gz	ERR1146444	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1146444/ERR1146444_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 29
day14_mouse1_12392_cell37	ERS985620	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell37	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_37_	sequencing assay	ERX1225247	12392_37_1.fastq.gz	12392_37_1.fastq.gz	ERR1146445	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1146445/ERR1146445_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 30
day14_mouse1_12392_cell37	ERS985620	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell37	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_37_	sequencing assay	ERX1225247	12392_37_2.fastq.gz	12392_37_2.fastq.gz	ERR1146445	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1146445/ERR1146445_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 30
day14_mouse1_12392_cell38	ERS985621	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse1_12392_cell38	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12392_38_	sequencing assay	ERX1225248	12392_38_1.fastq.gz	12392_38_1.fastq.gz	ERR1146446	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1146446/ERR1146446_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 31
